Hafta,Tarih,Ev Sahibi,Deplasman,Skor,Ev xG,Dep xG,Ev KK,Dep KK,Ev Pen,Dep Pen,Ev İŞ,Dep İŞ,Ev TS,Dep TS,Ev Şut,Dep Şut,Ev Kor,Dep Kor,Ev_Eksik_Hucum,Ev_Eksik_Savunma,Ev_Eksik_Orta,Dep_Eksik_Hucum,Dep_Eksik_Savunma,Dep_Eksik_Orta
1,2025-08-10,AZ,FC Groningen,4 - 1,1.967,1.2748,0,0,1,0,5,0,51,0,10,0,6,0,0.0,0.0,0.0,0.0,2.5,0.0
1,2025-08-10,Ajax,Telstar,2 - 0,1.7708,1.1863,0,0,0,0,7,0,62,0,15,0,8,0,0.0,15.0,0.0,0.0,0.0,0.0
1,2025-08-10,FC Utrecht,Heracles Almelo,4 - 0,2.1013,0.961,0,0,0,0,7,0,48,0,18,0,4,0,0.0,0.0,1.85,0.0,0.2,0.0
1,2025-08-09,Feyenoord,NAC Breda,2 - 0,2.092,0.3827,0,0,0,0,4,0,60,0,20,0,3,0,0.0,15.0,10.3,0.45,1.5,0.3
1,2025-08-08,Fortuna Sittard,Go Ahead Eagles,2 - 2,3.4073,0.8906999999999999,0,0,0,0,8,0,67,0,36,0,8,0,0.0,0.4,0.0,0.0,0.07,0.0
1,2025-08-09,NEC Nijmegen,Excelsior,5 - 0,2.5903,1.4533,0,0,1,0,10,0,62,0,16,0,7,0,0.0,0.0,0.0,0.0,0.0,0.6
1,2025-08-10,PEC Zwolle,FC Twente,1 - 0,0.8681,1.6622,0,0,0,0,2,0,43,0,7,0,2,0,0.0,2.0,0.5,3.0,4.15,0.0
1,2025-08-09,PSV,Sparta Rotterdam,6 - 1,2.1249,0.7392,0,0,0,0,12,0,66,0,23,0,8,0,0.0,0.0,0.0,0.0,0.25,0.05
1,2025-08-09,SC Heerenveen,FC Volendam,1 - 1,1.6153000000000002,0.6509,0,0,0,0,6,0,58,0,18,0,9,0,0.0,4.5,0.0,0.0,0.0,0.0
2,2025-08-16,Excelsior,Feyenoord,1 - 2,0.6295,1.9956,0,0,0,0,2,0,47,0,8,0,5,0,0.0,0.0,0.6,0.0,34.0,0.3
2,2025-08-16,FC Groningen,SC Heerenveen,2 - 1,0.655,2.0741,0,0,0,0,5,0,54,0,8,0,3,0,0.0,2.5,0.0,0.0,0.0,0.0
2,2025-08-17,FC Twente,PSV,0 - 2,1.0024,1.9068,0,0,0,0,4,0,50,0,19,0,8,0,3.0,4.15,0.0,0.0,0.0,0.0
2,2025-08-17,FC Volendam,AZ,2 - 2,0.6769000000000001,1.3717,0,0,0,0,3,0,34,0,8,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
2,2025-08-17,Go Ahead Eagles,Ajax,2 - 2,0.7549999999999999,2.1701,0,0,0,0,4,0,48,0,9,0,6,0,0.0,0.07,0.0,0.0,15.0,0.0
2,2025-08-16,Heracles Almelo,NEC Nijmegen,1 - 4,1.5731000000000002,3.4351000000000003,1,0,0,0,6,0,19,0,13,0,3,0,0.4,0.2,0.0,0.0,0.0,0.0
2,2025-08-17,NAC Breda,Fortuna Sittard,2 - 1,1.76,0.7382,0,0,0,0,6,0,39,0,14,0,4,0,0.45,1.5,0.3,0.0,0.4,0.0
2,2025-08-17,Sparta Rotterdam,FC Utrecht,2 - 1,1.5032000000000003,1.5131,0,0,1,0,5,0,45,0,15,0,5,0,0.0,0.0,0.05,0.0,0.0,1.85
2,2025-08-15,Telstar,PEC Zwolle,0 - 2,0.8085,1.6278,0,0,0,0,5,0,52,0,11,0,7,0,0.0,0.0,0.0,0.0,2.0,0.5
3,2025-09-24,AZ,PEC Zwolle,2 - 2,3.0006,1.1826,0,0,0,0,9,0,65,0,28,0,9,0,0.0,0.0,0.0,0.0,2.0,0.5
3,2025-08-24,Ajax,Heracles Almelo,2 - 0,3.0327,0.2964,0,0,0,0,10,0,66,0,27,0,10,0,0.0,10.0,0.0,0.4,0.2,0.0
3,2025-08-24,FC Utrecht,Excelsior,4 - 1,1.5151,1.2104,0,0,0,0,10,0,50,0,16,0,7,0,0.0,0.0,1.85,0.0,0.0,0.6
