Hafta,Tarih,Ev Sahibi,Deplasman,Skor,Ev xG,Dep xG,Ev KK,Dep KK,Ev Pen,Dep Pen,Ev İŞ,Dep İŞ,Ev TS,Dep TS,Ev Şut,Dep Şut,Ev Kor,Dep Kor
6,2025-09-19,Göztepe,Beşiktaş,3 - 0,2.625,0.9049,0,0,0,0,5,0,30,0,13,0,6,0
6,2025-09-21,Kasımpaşa,Fenerbahçe,1 - 1,1.7619999999999998,0.9424,1,0,0,0,2,0,34,0,17,0,5,0
6,2025-09-21,Kocaelispor,Rizespor,1 - 1,1.3926000000000003,0.35509999999999997,0,0,1,0,6,0,58,0,16,0,8,0
6,2025-09-21,Samsunspor,Fatih Karagümrük,3 - 2,2.3473,0.6792,0,0,0,0,5,0,49,0,14,0,6,0
6,2025-09-20,Trabzonspor,Gaziantep F.K.,1 - 1,2.081,0.1802,0,0,0,0,6,0,49,0,27,0,4,0
6,2025-09-21,İstanbul Başakşehir,Alanyaspor,1 - 1,1.3228,0.8001999999999999,0,0,0,0,5,0,53,0,13,0,7,0
7,2025-09-26,Alanyaspor,Galatasaray,0 - 1,2.0206,1.5024000000000002,0,0,0,0,8,0,46,0,22,0,6,0
7,2025-09-29,Beşiktaş,Kocaelispor,3 - 1,2.1341,0.44670000000000004,0,0,0,0,6,0,42,0,13,0,3,0
7,2025-09-27,Eyüpspor,Göztepe,0 - 0,0.38880000000000003,1.2364,0,0,0,0,2,0,58,0,6,0,6,0
7,2025-09-27,Fatih Karagümrük,Trabzonspor,3 - 4,1.3131,2.6435,0,0,0,0,3,0,44,0,13,0,1,0
7,2025-09-28,Fenerbahçe,Antalyaspor,2 - 0,2.615,0.2923,0,0,1,0,11,0,67,0,19,0,5,0
7,2025-09-27,Gaziantep F.K.,Samsunspor,2 - 2,2.3356000000000003,1.2911,0,0,0,0,7,0,70,0,30,0,13,0
7,2025-09-28,Kayserispor,Gençlerbirliği,1 - 1,2.4741000000000004,0.2034,0,0,0,0,6,0,72,0,23,0,10,0
7,2025-09-28,Konyaspor,İstanbul Başakşehir,2 - 1,1.2009,1.8767,1,0,0,0,5,0,30,0,13,0,2,0
7,2025-09-28,Rizespor,Kasımpaşa,1 - 2,1.4745000000000001,0.4094,0,0,0,0,2,0,62,0,13,0,1,0
8,2025-10-03,Antalyaspor,Rizespor,2 - 5,1.2526000000000002,1.3914,1,0,0,0,7,0,51,0,15,0,6,0
8,2025-10-05,Fatih Karagümrük,Gaziantep F.K.,0 - 2,1.9677,2.7754,0,0,1,0,4,0,44,0,13,0,5,0
8,2025-10-04,Galatasaray,Beşiktaş,1 - 1,0.9206,1.2517999999999998,1,0,0,0,2,0,54,0,14,0,4,0
8,2025-10-04,Gençlerbirliği,Alanyaspor,2 - 2,1.7401,0.7871,0,0,1,0,7,0,55,0,11,0,7,0
8,2025-10-05,Göztepe,İstanbul Başakşehir,1 - 0,1.2428000000000001,1.0719,0,0,1,0,2,0,28,0,9,0,6,0
8,2025-10-05,Kasımpaşa,Konyaspor,1 - 1,1.4077,0.9609,0,0,0,0,2,0,50,0,10,0,5,0
8,2025-10-04,Kocaelispor,Eyüpspor,1 - 0,1.2786,0.7420999999999999,0,0,1,0,4,0,46,0,9,0,3,0
8,2025-10-05,Samsunspor,Fenerbahçe,0 - 0,1.0812000000000002,0.38939999999999997,0,0,0,0,4,0,47,0,12,0,6,0
8,2025-10-03,Trabzonspor,Kayserispor,4 - 0,3.3529,1.5938,0,0,1,0,12,0,52,0,25,0,6,0
9,2025-10-19,Alanyaspor,Göztepe,1 - 0,0.7811,0.9459,0,0,0,0,5,0,60,0,15,0,8,0
9,2025-10-18,Beşiktaş,Gençlerbirliği,1 - 2,1.4228,0.6915,0,0,0,0,4,0,62,0,11,0,5,0
9,2025-10-20,Eyüpspor,Kasımpaşa,2 - 0,2.2698,0.7131,0,0,0,0,10,0,56,0,18,0,8,0
9,2025-10-19,Fenerbahçe,Fatih Karagümrük,2 - 1,3.0863,0.7423,0,0,1,0,8,0,59,0,21,0,6,0
9,2025-10-19,Gaziantep F.K.,Antalyaspor,3 - 2,1.6939000000000002,0.2534,0,0,0,0,8,0,70,0,22,0,6,0
